name,location,industry,description,followers,linkedin_url
Digital Finance Compliance Association,"Zug, Zug",Financial Services,Compliance Association in CryptoValley Zug to become a FINMA licenced SRO for digital and crypto finance,50 followers,https://www.linkedin.com/company/digital-finance-compliance-association/
Bithome,"Lugano, Ticino",Real Estate,,46 followers,https://www.linkedin.com/company/bithome/
Lemvi SA,"Lausanne, Vaud",Investment Management,"Lemvi SA is an investment advisory firm founded by Maxime Gillot in Lausanne, Switzerland. The Lemvi strategies are discretionary and systematic focusing on Crypto and Macro trading, Commodities, Equities and derivatives. It involves mostly crypto currencies, futures, options and CFDs to optimize its trade...",39 followers,https://www.linkedin.com/company/lemvisa/
VYOMA Partner AG,Zug,Financial Services,"...and individuals, in Switzerland and abroad.  Financial Services | Markets | Products | Regulations | Compliance | Technology | Crypto Assets | Platform Services",62 followers,https://www.linkedin.com/company/vyoma/
Make-it Singapore Pte. Ltd.,"Buochs, Nidwalden",Financial Services,Developing next generation investment vehicles in digital assets and cryptocurrencies • Specialties: Crypto Currencies,49 followers,https://www.linkedin.com/company/make-it-capital/
Cryptonox,Zurich,Financial Services,Helping private clients and family offices in blockchain and crypto financial solutions,42 followers,https://www.linkedin.com/company/cryptonox/
digimax capital partners,zurich,Investment Management,crypto hedge fund and portfolio management.,45 followers,https://www.linkedin.com/company/digimax-capital-partners/
cosquare,Zug,"Technology, Information and Internet","...and liberates brands to sell direct-to-consumer. cosquare makes cryptocurrency payments mainstream, accepting CSQ and all major crypto and fiat currencies. Committed...",387 followers,https://www.linkedin.com/company/cosquare/
Maveric Group AG,"St. Moritz, Switzerland",Financial Services,Supporting the Blockchain. Empowering Miners • Specialties: Crypto Mining,329 followers,https://www.linkedin.com/company/maveric-group/
Cryptocurrency Loans,"Bern, Switzerland",Financial Services,http://www.CryptocurrencyLoaning.com - Bitcoin Loans and blockchain powered crypto loans and interest earning tools!,400 followers,https://www.linkedin.com/company/cryptocurrency-loans/
X8 AG,"Baar, Zug",Financial Services,"Transact in a Swiss regulatory compliant way, safely & efficiently • Specialties: crypto money",235 followers,https://www.linkedin.com/company/x8-ag/
TRUEHN.ORG,Frankfurt,Government Relations Services,"THIS ACCOUNT IS COVERED BY H.R.3723 ECONOMIC ESPIONAGE ACT OF 1996, TRADE SECRETS.
#EUandDEFI #EUintheMetaverse • Specialties: Crypto",326 followers,https://www.linkedin.com/company/truehn-gmhh/
Network Real Estate,"Meyrin, Geneva",Real Estate Agents and Brokers,...ordres Actions FR/CH et Crypto-monnaies pour générer un complément de revenus régulier (objectifs minimum de gains annuels: 12% avec la Bourse et 30% avec les crypto-monnaies) * TRANSACTION DE BIENS IMMOBILIERS EN SUISSE  * RECEHERCHE DE BIENS IMMOBILIERS EN SUISSE ET EN FRANCE * Accompagnement des clients pour la...,402 followers,https://www.linkedin.com/company/network-real-estate-switzerland/
SwissNFTs,"Zürich, Zürich",Information Technology & Services,We are revolutionizing the Swiss digital art scene by creating the go-to NFT ecosystem for artists and collectors🛸 • Specialties: Crypto,322 followers,https://www.linkedin.com/company/swissnfts/
Blocklead Venture Studio,"San Francisco, CA",Blockchain Services,"...the wider Web 3 community solutions such as Bits of Crypto, BlockResearch, and BlockCreative.",225 followers,https://www.linkedin.com/company/theblocklead/
Flashpoint Capital,"Londres, Angleterre",Investment Banking,"..., and transact with digital assets. Professionalism is our focus, but innovation and speed are equally important. With our full suite of crypto asset financial...",322 followers,https://www.linkedin.com/company/bull-run/
VRM.trade,Zug,Financial Services,"...of VRM are to be a confident player on the market and developing relevant projects, such as a VC for quants, crypto dark pool and token for own ecosystem.",309 followers,https://www.linkedin.com/company/vrm-trade/
Accointing by Glassnode,Zug,Software Development,"Crypto portfolio tracking, market intelligence, tax and compliance solutions for smart investors.",2K followers,https://www.linkedin.com/company/accointing/
CorionX,Zug,IT Services and IT Consulting,"...accessible in more and more regions. This helps users, to have access to stable pay-per-click, crypto payments, regardless of what wallet they use.  The Foundation will...",2K followers,https://www.linkedin.com/company/corionplatform/
ソラミツ SORAMITSU | 7 YEARS 2016-2023,"Shibuya-ku, Tokyo",Software Development,"...and crypto, including work for Bakong, Hyperledger Iroha, Polkaswap, Fearless Wallet, KAGOME (Polkadot), FUHON (Filecoin), Klaytn, and SORA. You can familiarize yourself...",2K followers,https://www.linkedin.com/company/soramitsu/
perfORM Due Diligence Services Limited,"London, England",Financial Services,Innovative and Flexible Operational Due Diligence (ODD) Services • Specialties: crypto,2K followers,https://www.linkedin.com/company/performdd/
Smat.io,Delémont,Financial Services,Traditional and digital alternative investments for Wealth Managers • Specialties: crypto,2K followers,https://www.linkedin.com/company/smat-io/
Dohrnii DAO,Zug,IT Services and IT Consulting,"The platform to educate, empower and support the success of crypto investors.",2K followers,https://www.linkedin.com/company/dohrnii-io/
allpack group ag,"Reinach, Basel-Country",Pharmaceutical Manufacturing,Global solutions to improve packaging costs & enhance process efficiency in your supply chain | All you need is allpack • Specialties: 10. Russian Crypto Code for Serialization,1K followers,https://www.linkedin.com/company/allpackgroupag/
THEVOZ & Partners,"Austin, Texas",Law Practice,"An International Business, Tax, and Compliance Law Firm | Personal Attention, Big Results | Offices: U.S. & Switzerland • Specialties: crypto law",1K followers,https://www.linkedin.com/company/thevozpartners/
Geneva WealthTech Forum,"Geneva, Geneva",Research Services,"Bringing together asset managers, investors and entrepreneurs to support the innovation in Wealth Management sector • Specialties: crypto currencies",2K followers,https://www.linkedin.com/company/geneva-wealth-tech-forum/
CryptoFemmes - Women in Blockchain Alliance,Women in Blockchain & Cryptocurrency,Think Tanks,"...""​  ______________________________________________  CryptoFemmes is a crypto community for women.  Whether it’s for the tech, business, or investing… join in on...",2K followers,https://www.linkedin.com/company/cryptofemmes/
BECERES,"Winkel, Zurich",Financial Services,ENABLING DISRUPTIVE INNOVATION - We enable digital-driven business models • Specialties: Crypto,6 followers,https://www.linkedin.com/company/beceres/
xLiquid | Blockchain Payments,Poznan,Blockchain Services,"Blockchain based payments and cross-chain crypto services company. xLiquid is making user-focused blockchain technology products to improve security, fuel adoption and connect institutions and individuals to new crypto services. Visit us at www.xliquid.io or reach out to contact@xliquid.io for more information.",1 follower,https://www.linkedin.com/company/xliquid/
Belair Finance,Zurich,Entertainment Providers,Our goal is to create the leading luxury entertainment and Defi ecosystem for the crypto community. $BLR soon on Pancakeswap.,16 followers,https://www.linkedin.com/company/belairfinance/
BlockSolution,"Rotkreuz, Zug",Information Technology & Services,"BlockSolution is a crypto-related information platform. We aim to be a central database with beginner-guides, informative blogs and exclusive interviews, all...",16 followers,https://www.linkedin.com/company/blocksolution/
Goose & Goose,"Zürich, ZRH",Law Practice,Business Tax & Legal Solutions • Specialties: Crypto Valley,6 followers,https://www.linkedin.com/company/goos-goose/
Consensus Group GmbH,Wollerau,Information Technology & Services,Consensus Group is a Swiss based tech firm with a focus on crypto and blockchain projects operating mining infrastructure in Switzerland and Europe.,5 followers,https://www.linkedin.com/company/consensus-group-gmbh/
Krypto-Valley,Zürich,IT Services and IT Consulting,- Blockchain - Crypto - Business Ecosystem Design  - Knowledge Exchange - Events - Speaker - Workshops,20 followers,https://www.linkedin.com/company/krypto-valley/
Pixel365,"Obfelden, Zürich",E-Learning Providers,Crypto | Cointips | Mindset | Erfolg,19 followers,https://www.linkedin.com/company/pixel-houdini/
Cryptoschule AG,Zurich,Professional Training and Coaching,Lerne die Innovation von morgen • Specialties: Crypto-Advice,3 followers,https://www.linkedin.com/company/cryptoschule/
Coinbees,"Carouge GE, Canton de genève",Venture Capital and Private Equity Principals,A crypto-foundation to protect bees,14 followers,https://www.linkedin.com/company/coinbees/
Ico Race,"Lugano, Switzerland",Venture Capital and Private Equity Principals,A NEW EVENT FOR CRYPTO STARTUPS WITH THE LARGEST EVER PITCHING PRIZE OF $1 MILLION AND A LISTING ON ONE OF THE TOP THREE EXCHANGES IN THE WORLD.  The event is organised by Eidoo -the multicurrency wallet and hybrid exchange - and it is one of the first of its kind in the crypto world that will award money to an ICO in...,96 followers,https://www.linkedin.com/company/ico-race/
element36,"Baar, Zug",IT Services and IT Consulting,"element36'​ vision is to connect Blockchain and economy.  See us as a kind-of marriage counselor, where we can  provide a solution for both ends of the equation:   - For the real economy:  Use blockchain to digitize your business model without forcing your customers into the Crypto world.   - For Blockchain world...",88 followers,https://www.linkedin.com/company/element36/
CryptoHelper,"Zug, Svizzera",Online Audio and Video Media,Crypto Helper è una piattaforma innovativa che mette a disposizione attività di supporto ed accompagnamento “ad personam” nel mondo delle cryptovalute e della blockchain. Promuovere la cultura della disintermediazione finanziaria e l’uso degli strumenti nati grazie alla blockchain è il nostro ideale.,96 followers,https://www.linkedin.com/company/cryptohelper/
Finka.Swiss,Zug,Financial Services,"...the power of blockchain technology for creative solutions. Based in Zug, Switzerland’s Crypto Valley, Finka builds bridges between Latin/South America and Europe...",89 followers,https://www.linkedin.com/company/finka-advisors/
Studio Ing. Bareato (Studio di Ingegneria della Sicurezza e dell'Informazione),CH-6830 Chiasso,Business Consulting and Services,"...by key enabling technologies such as digital trust technologies, information security, cyber security, cyber risk insurance, blockchain, crypto & digital assets...",75 followers,https://www.linkedin.com/company/studio-ing-bareato/
Craider Inc,Zug,"Technology, Information and Internet","...trading platform allowing users to buy, sell, or exchange crypto assets simultaneously via multiple crypto exchanges  3) Multi-Functional Exchange allowing...",72 followers,https://www.linkedin.com/company/craider/
Tilia.Earth Metaverse,"Versoix, Genève","Technology, Information and Internet","...of crypto, blockchains, or non-fungible tokens (NFTs). We will guide you through the process of purchasing your very own property in the metaverse.",95 followers,https://www.linkedin.com/company/tilia-earth-metaverse/
Newcent AG,Zug,Investment Management,"...the definitive financial technology company in the crypto-currency sector, known and respected for a wide range of innovative products, outstanding customer service...",51 followers,https://www.linkedin.com/company/newcent-ag/
m0x Chain,"Lewes, Delaware",Financial Services,m0x is a suite of solutions that allows seamless integration of the traditional gaming industry with the crypto world.,45 followers,https://www.linkedin.com/company/m0x-chain/
decentraLIVE,"Zug, Zug",Broadcast Media Production and Distribution,"Straight from the Crypto Valley, decentraLIVE connects you with the latest in blockchain and crypto.",96 followers,https://www.linkedin.com/company/decentralive/
NearPay,Zug,Financial Services,Creating simple to ingrate payment solutions to onboard your project in to crypto and fiat(usual currencies) acceptance.,165 followers,https://www.linkedin.com/company/nearpay-co/
AirGap,Zug,Software Development,Your old smartphone is your new ‘hardware wallet’ Secure your various crypto assets with one secret on an offline device,203 followers,https://www.linkedin.com/company/airgap/
Quantum Resistant Cryptography (QRC),"Lausanne, Switzerland",Computer and Network Security,"Full range quantum-resistant protection, classical and post-quantum, from 2g to 6g • Specialties: crypto",129 followers,https://www.linkedin.com/company/qrcryptography/
Laboursetoday.fr,Quebec,Financial Services,"Our mission is to help people stay updated about the worldwide markets,  we provide numerous trading and crypto information in the smartest way, so everyone can make the best-informed decisions possible.",285 followers,https://www.linkedin.com/company/laboursetodayfr/
Naas Capital,"Versoix, Geneva",IT Services and IT Consulting,Specialties: Crypto Assets,246 followers,https://www.linkedin.com/company/naas-capital/
DECOM Switzerland AG,"Sursee, Luzern",Investment Management,"DECOM is a Swiss-based asset management firm managing crypto assets for institutional investors and private investors.  The company was founded in 2017 to focus on investment strategies in the field of digital currencies and blockchain. As a firm, we seek to increase the transparency of the crypto market, provide...",254 followers,https://www.linkedin.com/company/decom-switzerland-ag/
Fintech Solution Expert,London,Business Consulting and Services,"Business, Product and IT consulting for Fintech and Crypto companies.",255 followers,https://www.linkedin.com/company/fintech-solutions-expert/
VAULTALP,Geneva,Financial Services,"...exchange for our clients between gold and crypto and vice versa.  We are an officially regulated, privately held Swiss company working outside of the banking...",282 followers,https://www.linkedin.com/company/vaultalp/
Seebauer Consulting,Cham,Business Consulting and Services,"Stop Waiting For ""Someday"" • Specialties: Investment, Credit and Crypto Asset",239 followers,https://www.linkedin.com/company/seebauer-consulting/
Consu Group,"Baden, Aargau",Business Consulting and Services,Specialties: crypto,136 followers,https://www.linkedin.com/company/consu-l-l-c-/
Enigma Securities,London,Financial Services,...the cryptocurrency market.  Our dedicated team of analysts further provide exclusive insights into the evolving crypto industry. Through periodic reports we cover a...,3K followers,https://www.linkedin.com/company/enigmasecurities/
GlobalPass AG,Zug,IT Services and IT Consulting,"..., Enhanced Due Diligence (EDD), and Crypto Analytics tools.  Established in 2014, we have evolved from a basic KYC tool to a comprehensive, globally distributed...",5K followers,https://www.linkedin.com/company/globalpassag/
Finance & Crypto Consulting,Zürich,Financial Services,Die Kryptonit Menschen für deine Finanzen,36 followers,https://www.linkedin.com/company/finance-crypto-consulting/
Laser Digital,Zurich,Financial Services,"Laser Digital is a Nomura Group company, delivering scalable, robust opportunities across trading, asset management, and ventures in crypto. The team works at higher standards of risk management, compliance, and commercial viability, all driven by a belief in more responsible crypto innovation. With an open...",3K followers,https://www.linkedin.com/company/laserdigital/
Islamic Coin,Zug,IT Services and IT Consulting,The currency of the Haqq ecosystem. Serves Muslim Community. Promotes Islamic values • Specialties: muslims crypto,2K followers,https://www.linkedin.com/company/islamiccoin/
GenTwo Digital,Zug,Financial Services,"Expanding the investment universe, together • Specialties: Crypto Portfolio",3K followers,https://www.linkedin.com/company/gentwo-digital/
Arf,Zug,Financial Services,Cross-Border Settlement Banking Platform for Money Service Businesses • Specialties: crypto,2K followers,https://www.linkedin.com/company/arf-one/
DWF Labs,"Singapore, Singapore",Investment Management,DWF Labs is a global digital asset market maker and multi-stage web3 investment firm • Specialties: crypto,2K followers,https://www.linkedin.com/company/dwf-labs/
Partisia Blockchain,Zug,IT Services and IT Consulting,"...MPC based key management solution. In combination with staking, the MPC Oracle plays a key role in seamless transfer of crypto assets across blockchains. This...",4K followers,https://www.linkedin.com/company/partisia-blockchain/
Coin Analytics,"Walchwil, Zug",Financial Services,Crypto trading made easy,3K followers,https://www.linkedin.com/company/coinanalytics/
Swiss Crypto Advisors,Geneva,Financial Services,"Swiss Crypto Advisors (SCA) was founded in January 2018 in Geneva. Our mission is to empower individuals, businesses, and investors to seize the tremendous...",1K followers,https://www.linkedin.com/company/swisscryptoadvisors/
Zurich Crypto Journal,Zurich,Financial Services,Information provider in the crypto finance space.,983 followers,https://www.linkedin.com/company/zurich-crypto-journal/
Trade cryptocurrencies,Zug,Financial Services,Sustainable and Anonymous Asset Building - Trade Cryptocurrencies Anonymously,14 followers,https://www.linkedin.com/company/crypto-teachers/
Lykke - a ZERO fee crypto exchange,"Zug, Zug",Financial Services,"...company providing simple crypto bots. Apart from the favorable trading conditions, Lykke creates a whole trading ecosystem that makes it an all-in-one solution for any crypto trader: - deposit fiat or crypto with 0 fees - trade with limit or market orders with 0 fees - automate your trading strategies by connecting your...",5K followers,https://www.linkedin.com/company/lykke/
CCFE - Certified Crypto Finance Expert,Zurich,Education Administration Programs,Der Schweizer Crypto & Blockchain Lehrgang für die Finanzbranche,2K followers,https://www.linkedin.com/company/ccfe-certified-crypto-finance-expert/
Crypto News,"Lausanne, Suisse",Financial Services,Asset portfolio management for individuals,9 followers,https://www.linkedin.com/company/crypto-news-and-advisory/
Crypto Valley Coders,"Zug, Zug",Software Development,,11 followers,https://www.linkedin.com/company/crypto-valley-coders/
Crypto Thrust,"Geneva, Geneva",Business Consulting and Services,,9 followers,https://www.linkedin.com/company/crypto-thrust/
Swiss Crypto Mining GmbH,"Münchwilen, Thurgau",Computer Hardware Manufacturing,Specialties: Crypto Miner Rigging,83 followers,https://www.linkedin.com/company/swiss-crypto-mining/
Crypto Management Sàrl,"Epalinges, Vaud","Epalinges, Vaud",,0 followers,https://www.linkedin.com/company/crypto-management-s%C3%A0rl/
SCF Investment Fund,"Zurich, Zurich",Investment Management,"The fund will mainly focus on the most liquid crypto-asset. The investment universe will be monitored constantly in order to detect new opportunities for the portfolio. The fund will also deploy some of its capital into several, smaller, long-term positions in promising ventures.",7 followers,https://www.linkedin.com/company/scf-investment-fund/
Cashflow Treuhand GmbH,"Bern, Bern",Financial Services,"Specialist in Bookkeeping & Taxes for SME, Crypto Investors, MLM, Start-up's and Entrepreneurs..",6 followers,https://www.linkedin.com/company/cashflow-treuhand-gmbh/
Usu Fructum,Zurich,Financial Services,"...crypto currency representing the usage-value of the asset.  In a per-asset economy:  1) the owner issues USU, to represent the usage value of the asset, and  2...",6 followers,https://www.linkedin.com/company/usufructum/
Base10 Digital Assets,"Cité, Geneva",Financial Services,"Base10 is a fully compliant Swiss Crypto OTC & Payments firm registered as a VASP and providing an exclusive & trustworthy service to private individuals, and institutional and business clients.",0 followers,https://www.linkedin.com/company/base10-digital-assets/
Defilyze,Zug,Financial Services,...with easy and intuitive controls and settings.  — Data export All crypto coin data can be exported in the CSV format for further analysis and research.  — Real-time updates Any updates in crypto coin rates are reflected on the dashboard in real time ensuring prompt response to any market events.,7 followers,https://www.linkedin.com/company/defilyze/
World Wide Wise Words GmbH,"Winterthur, Zurich",International Trade and Development,"World Wide Wise Words provides advice about Digital Economy and Smart Biz Opportunities:   - Online Sales through Market Places - Affiliate Marketing  - Book Publishing - Blockchain applications for Fungible (Crypto-Currencies, Stable Coins) and Non-Fungible Tokens.",8 followers,https://www.linkedin.com/company/world-wide-wise-words/
SohoCapital.ch,Geneva,Legal Services,"..., Crypto currency platforms and much more. Our rates are starting only form 0.6% . With no annual fees and our reserve starts from 0 %!  Click for more information...",9 followers,https://www.linkedin.com/company/sohocapital-ch/
Minotaur Research,Zurich,Research Services,Discover new crypto technologies with us and unlock their potential for your financial future.,4 followers,https://www.linkedin.com/company/minotaur-research/
MTG Ltd,"London, UK",Financial Services,"...bonds, currency, crypto and futures.",3 followers,https://www.linkedin.com/company/mimizuku-trading-group/
GetYourTeam,"Zürich, Zürich",Staffing and Recruiting,"getyourteam allows Swiss and Crypto Valley companies the opportunity to hire pre-vetted developers without hassle. With years of experience in the Polish, Egyptian and Mexican markets and collaborations with the best local engineering universities, getyourteam knows the talent in the market and what it takes...",7 followers,https://www.linkedin.com/company/getyourteam/
Effective Action,"Neuheim, Zug",Financial Services,"Effective Action is located in Zug, a Swiss canton hosting several international companies and home to the Crypto Valley association.  Financial services are facing a dynamic and ever increasingly complex environment. Customer expects a 24/7 and customised service. Consumer protection creates additional regulations...",8 followers,https://www.linkedin.com/company/effective-action/
Siondev AG,"Zug, ZG",Blockchain Services,"Siondev AG is a leading research and development Swiss company focused in Fintech, AI & Blockchain.  We use internally developed technology and our team’s deep crypto, data science and dep learning expertise to research and develop services and products. Since 2022, we have relentlessly built a globally focused team...",0 followers,https://www.linkedin.com/company/siondev/
ICDE.team I NewTech Consulting,Zurich,Business Consulting and Services,ICDE.team - International Consultants for Decentralized Ecosystems YOUR PARTNER FOR BLOCKCHAIN TECHNOLOGY I Legal Structuring I Whitepaper I ICO I Strategy Advise I PR & Marketing I Operation Management & Support I Crypto Asset Management I and more I  We cover the whole value chain - out of one hand,11 followers,https://www.linkedin.com/company/icde-team-i-newtech-consulting/
Verticai,"Geneva, GE",Business Consulting and Services,"A Consulting Company for the Age of Artificial Intelligence.  We specialize in 3 key areas  Creating Consortia for High Performance Computing  Creating Companies (Venture Capital) for AI, Robotics, Health Care, Crypto, IoT et al. Social Intelligence in Times of Digital Transformation  Get in touch if your job is...",10 followers,https://www.linkedin.com/company/verticai/
COMSIG Kommunikationsberatung,"Zürich, Zürich",Public Relations and Communications Services,"...berufliche Wurzeln liegen im Journalismus, im Bundeshaus und im Crypto Valley. Als Geschäftsführer der Swiss Blockchain Federation und Berater mehrerer Tech-Unternehmen...",9 followers,https://www.linkedin.com/company/simon-gemperli-comsig-kommunikationsberatung/
Trade6ix GmbH,"Oberwinterthur, Zurich",Financial Services,"The Ultimate Trading & Crypto Exchange Platform, registered in Switzerland.",1 follower,https://www.linkedin.com/company/trade6ix-gmbh/
PECUNIA AG (i.G.),Zurich,Financial Services,Potentia ad populum (lat.)  Our goal is above all to represent an environment within the crypto space which serves as a connection between blockchain technology and real-time investments. We want to make it possible for everyone who is interested to invest in funding pools for bigger deals and be able to share a part...,4 followers,https://www.linkedin.com/company/pecunia-ag-ch/
InPride Club,"Oberwil b. Zug, Kanton Zug",Advertising Services,"A unique business platform for the comfortable integration of business into the crypto-currency market.    The basis of the platform is a unique MarketPlace with its own financial structure, which includes crypto-currency and ussual (fiat) banking, stock-exchange and investment platform. Inpride Club makes Internet...",8 followers,https://www.linkedin.com/company/inpride-club/
GunBot Official,"Cham, Zug",Financial Services,Gunbot provides you the opportunity to totally program your crypto trading strategies so you can take advantage of the endless possibilities to trade on the always volatile cryptocurrency markets.,3 followers,https://www.linkedin.com/company/gunbot-official/
LifeCrossCoin,"Basel, Basel",Financial Services,Have you ever wished you could earn crypto currency by investing into charity? Would you want to get rewarded in crypto currency for helping humanity? This is exactly what LIFECROSSCOIN has come to do! LifeCrossCoin is a secured and efficient cryptocurrency trading and donation platform committed to building a unique...,3 followers,https://www.linkedin.com/company/lifecrosscoin/
Swiss Crypto Hill ₿🦁🚀,"Unterägeri, Zug","Technology, Information and Media",World‘s Crypto News Summary with advisory Partner,8K followers,https://www.linkedin.com/company/swisscryptohill/
Crypto-helpers,La Chaux-de-Fonds,Information Services,Démarrer en toute sécurité dans l’univers « crypto »,10 followers,https://www.linkedin.com/company/crypto-helpers/
Crypto Voice ₿,Zürich,Professional Training and Coaching,Crypto Voice ₿ - The Voice you need.,6 followers,https://www.linkedin.com/company/crypto-voice/
Crypto Académie,Lausanne,E-learning,La Crypto Académie a pour but de démocratiser l'accès à la connaissance du Bitcoin et des Crypto-Monnaies.,1 follower,https://www.linkedin.com/company/crypto-acad%C3%A9mie/
Crypto-Expert,Grand-Lancy,Professional Training and Coaching,"Crypto-Expert, apprenez et investissez",73 followers,https://www.linkedin.com/company/crypto-expert/
Crypto Explorers,"Zug, Zug","Technology, Information and Internet",,87 followers,https://www.linkedin.com/company/cryptoexplorers/
Crypto Valley Society,Zug,Non-profit Organization Management,,87 followers,https://www.linkedin.com/company/crypto-valley-society/
Crypto World Zug,Zug,Events Services,,82 followers,https://www.linkedin.com/company/crypto-world-zug/
alt.co - crypto KYC/AML & cash-out expertise,Geneva,Financial Services,"...assets, in a smooth and seamless way. It cemented its reputation on crypto-compliance expertise by accompanying countless individuals, corporates and banks, navigate the most stringent regulatory requirements. Early adopters, crypto millionaires, token issuers and financial institutions rely on us on a daily basis...",1K followers,https://www.linkedin.com/company/altcoinomy/
Shift Crypto 🔐🇨🇭,"Zurich, Switzerland",Computers and Electronics Manufacturing,"Shift Crypto is a privately held company based in Zurich, Switzerland. Our international team of specialists across engineering, cryptosecurity and Bitcoin core development build the BitBox products and provide consulting services.   The BitBox02, a second generation hardware wallet, equips individuals to easily store...",1K followers,https://www.linkedin.com/company/shift-crypto/
BEATRĪX AG,"Frankfurt am Main, Hessen",Renewable Energy Semiconductor Manufacturing,Specialties: Crypto market,5K followers,https://www.linkedin.com/company/beatrix-ag/
CoinMarketAlert.com,"Zurich , Zurich",Internet Publishing,Crypto News . Crypto Alerts . Crypto Tracker,5K followers,https://www.linkedin.com/company/coinmarketalerts/
The Cryptonomist,"Lugano, Lugano",Newspaper Publishing,"Reporting the future - Latest news about crypto, fintech, trading and blockchain",8K followers,https://www.linkedin.com/company/the-cryptonomist/
My NEO Group,"Carouge, Geneva",Funds and Trusts,"NEO GROUP Is An Organization Specialized In The Sector Of Fintech, IT Development, Crypto And Blockchain",8K followers,https://www.linkedin.com/company/myneogroup/
Pestalozzi Attorneys at Law,"Zürich, ZH",Law Practice,"...- Restructuring & Insolvency - Life Sciences - Private Clients - Intellectual Property & TMT - Tax - Blockchain & Crypto Assets - Competition & Trade - Employment, Executive...",3K followers,https://www.linkedin.com/company/pestalozzi/
Disruption Disciples,Zurich,Think Tanks,Inspire. Disrupt. Create. Evolve. Together • Specialties: Crypto,4K followers,https://www.linkedin.com/company/disruption-disciples/
CYBERA,"New York, NY",Software Development,"At CYBERA we're on a mission to stop money laundering and help protect customers from scams and other financial cybercrimes. We close gaps that allow cyber criminals to thrive by sharing actionable information in real-time with financial institutions, fintech, and crypto exchanges, and coordinating a global legal...",2K followers,https://www.linkedin.com/company/cyberaglobal/
KaJ Labs,Zurich,Internet Publishing,Inspire Innovation • Specialties: Crypto,4K followers,https://www.linkedin.com/company/kaj-labs/
phase2,"Zürich, Zürich",Staffing and Recruiting,"...launching in 2019, phase2 has enabled over 40 companies across crypto, fintech, AI/ML, e-commerce, healthtech, AR&VR, martech and gaming sectors to scale their...",6K followers,https://www.linkedin.com/company/phase2-gmbh/
InnMind,"Barcelona, Catalonia",Business Intelligence Platforms,"#1 Deal Origination Platform & Global Community For Web 3.0 Startups & VC Investors.
🎯 Get Ready. Fundraise. Scale • Specialties: crypto vc",3K followers,https://www.linkedin.com/company/innmind/
swissmoney,"Zug, ZG",Financial Services,"swissmoney offers all financial services in one digital-first platform, enabling our customers to access a highly competitive and versatile product range. We have tailor-made solutions for private individuals and companies from digital banking, multi IBANs, credit cards, wallets to currency exchange, crypto assets...",140 followers,https://www.linkedin.com/company/swissmoney-com/
PvB Pernet von Ballmoos AG,"Zürich, Canton of Zurich",Financial Services,"We bring complex investment projects to an operational live and we understand the interaction of regulation, investment strategy, sales and administration in detail.  We are a FINMA regulated ManCo for Swiss Funds in all asset classes (liquid, private markets, real estate, commodities, crypto etc.). We offer a...",208 followers,https://www.linkedin.com/company/pvb-pernet-von-ballmoos/
Ledger21,"Wallisellen, Zurich",Financial Services,Specialized in investments within the emerging crypto market.,286 followers,https://www.linkedin.com/company/ledger21/
Young Ventures,"Adliswil, Zurich",Venture Capital and Private Equity Principals,This is a company owned by a blockchain investment firm.   Here it is a capital company that pre-invests in crypto projects and tokens with otc trading...,278 followers,https://www.linkedin.com/company/young-ventures-company/
CryptoPolis,"chiasso, Switzlerland","Technology, Information and Internet",Specialties: crypto,233 followers,https://www.linkedin.com/company/cryptopolis/
NextWeb Butler,"Oberkirch, Lucerne",Blockchain Services,"..., that's why we are Swiss regulated and offer our customers a crypto-free solution.",254 followers,https://www.linkedin.com/company/nextweb-butler/
Hedge,"Ljubljana, LJ",Financial Services,"Hedge is a fintech company developing tools, strategies and products that simplify investing in crypto markets. The legal entity is incorporated in Zug...",238 followers,https://www.linkedin.com/company/hedge-token/
Maine Investment AG,Zug,Financial Services,Focused on the world of crypto currency and digital financial products (AMC). The Future of Finance is Digital.,221 followers,https://www.linkedin.com/company/maineinvestment/
DA Z - DIGITAL ART ZURICH,Zurich,Artists and Writers,The Global Community of Digital Art.  From 28.10. to 1.11.2020 the ambitious international festival for digital was held in Zurich for the first time: DA Z – Digital Art Zurich. DA Z is dedicated exclusively to digital and crypto forms of the avant-garde visual art.  The DA Z festival will return annually: Exhibitions...,271 followers,https://www.linkedin.com/company/da-z-zurich/
Nerif Network,Zug,Blockchain Services,"Automate smart contracts execution across multiple chains in a decentralized, secure, and highly reliable manner • Specialties: crypto",81 followers,https://www.linkedin.com/company/nerif-network/
PegNet,Zug,Financial Services,"PegNet is a novel innovation that synthetically tokenizes fiat currencies, crypto assets, and precious metals. The platform can be extended to include a wide range of other assets including stocks, funds, or additional commodities and cryptocurrencies. Powered by the Factom protocol, PegNet offers frictionless...",82 followers,https://www.linkedin.com/company/pegnet/
MARMA TECH AG,"Zug, Zug",IT Services and IT Consulting,Handel und Erbringung von Dienstleistungen im Bereich von Hard- und Software • Specialties: Crypto,54 followers,https://www.linkedin.com/company/marma-tech-ag/
Send&Care,"Monthey, Valais",Wellness and Fitness Services,"...having total control of the quality of the treatment, and the spending of their money. Using one’s own crypto currency, the SNC, as a means of payment, Send...",69 followers,https://www.linkedin.com/company/sendandcare/
Junts,"Hergiswil, Nidwalden",Online Audio and Video Media,Bet for fame! • Specialties: Crypto,65 followers,https://www.linkedin.com/company/junts/
